,region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
10367,United Kingdom,Historical,EV stock,Cars,BEV,2012,Vehicles,4100,36780,593,1.99,1210,287.01,73.70651032524194,160.2,1748.2162156837956,5,168,86078
10368,United Kingdom,Historical,EV sales,Cars,PHEV,2012,Vehicles,970,53912,327,4.7,2547,322.2583158318041,24,73.39,1747.9204121038317,2,232,26036
10369,United Kingdom,Historical,EV stock,Cars,PHEV,2012,Vehicles,990,35871,129,10.58,3155.3305212717505,232.46,66,511.63,2498,6,210,37234
10370,United Kingdom,Historical,EV sales,Buses,BEV,2012,Vehicles,14,44636,198.94495950849375,5.53,4738,495.62837918168384,47,293.75,1529,7,232,88269
10371,United Kingdom,Historical,EV stock,Buses,BEV,2012,Vehicles,100,55079.93924564191,433,7.15,3424,593.04,53,126.68401029543026,1850,7,80,66793
10372,United Kingdom,Historical,EV stock share,Trucks,EV,2012,percent,0.129999995231628,68642,343,2.87,4344.230445259302,626.32,83,241.98,1749.4145852315967,6,191,26509
10373,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2012,charging points,36,36114,396.7480459722884,3.04,3763,547.89,46,126.37,1746.2396682693222,6,92,40993
10374,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2012,charging points,2800,71227,552,6.406437614208008,5125.94058109626,974.83,66,119.57,1750.4476969590341,7,257,50174.90911463217
10375,United Kingdom,Historical,EV stock share,Cars,EV,2012,percent,0.017000000923872,55080.700886161605,322,2.84,1780,216.95101181341624,53,164.6,2438,4.549173845288101,171,50175.2062648669
10376,United Kingdom,Historical,EV stock share,Vans,EV,2012,percent,0.100000001490116,50939,135.5674579449526,6.473842978693647,1444,77.4,69,514.93,1375,7,171,50175.26608838815
10377,United Kingdom,Historical,EV sales share,Cars,EV,2012,percent,0.129999995231628,73579,228,6.67,2297,209.49,90,394.74,2007,7,103,39344
10378,United Kingdom,Historical,EV sales share,Trucks,EV,2012,percent,0.014000000432134,57637,239,3.75,2052.345589975968,161.76,73.38986828119369,376.57,1018,7,195,78161
10379,United Kingdom,Historical,EV sales share,Buses,EV,2012,percent,0.150000005960464,45626,460,1.42,3013,554.39,20,-18.218954113440446,2182,4,272,50175.32590214966
10380,United Kingdom,Historical,EV sales share,Vans,EV,2012,percent,0.170000001788139,72892,467,6.380170286086411,3381,631.57,61,130.62,1750.4980716069838,7,158,39955
10381,United Kingdom,Historical,EV stock share,Buses,EV,2012,percent,0.090999998152256,55080.22573921431,457,8.02,94,17.18,52.53155877372551,100.66,2097,4,78,58412
10382,United Kingdom,Historical,EV stock share,Buses,EV,2013,percent,0.109999999403954,48267,419,6.484633787378175,2816,471.96,75,224.9617459555608,1208,3,249,33402
10383,United Kingdom,Historical,EV sales share,Vans,EV,2013,percent,0.109999999403954,64213,508,6.46,773,157.07,27,53.15,1498,2,225,85526
10384,United Kingdom,Historical,EV sales share,Buses,EV,2013,percent,0.259999990463257,46344,118,9.78,2271,107.19,62,525.42,2343,3,103,50557
10385,United Kingdom,Historical,EV sales share,Cars,EV,2013,percent,0.159999996423721,46259,130,5.07,4079,212.11,94.00107162434287,584.62,1481,7,202,77221
10386,United Kingdom,Historical,EV stock share,Vans,EV,2013,percent,0.097000002861023,78666,225,6.77,1608,144.72,87,413.5061447964606,1356,4,182,88496
10387,United Kingdom,Historical,EV stock share,Cars,EV,2013,percent,0.027000000700355,44256,421,5.43,2900,488.36,28,66.51,1749.086351628431,2,75,91931
10388,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2013,charging points,260,76211,335,11.77,3239,434.03,21,76.2074771321304,1751.2644775007452,5,178,50174.89664227938
10389,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2013,charging points,5400,55082.72679577493,213,2.48,3327,283.46,41,192.49,2390,3,184,10851
10390,United Kingdom,Historical,EV stock share,Trucks,EV,2013,percent,0.100000001490116,39555,145,5.41,3368.4817546701247,271.44,82,455.75917034068505,1695,7,296,48022
10391,United Kingdom,Historical,EV stock,Buses,BEV,2013,Vehicles,120,35268,547,6.79,3299,721.82,48,27.728006018730582,1651,3,79,71215
10392,United Kingdom,Historical,EV sales,Buses,BEV,2013,Vehicles,23,58610,238,6.428556155890131,1413,134.52,40,168.07,1749.3036130051325,5,109,45851
10393,United Kingdom,Historical,EV stock,Cars,PHEV,2013,Vehicles,2000,47829,130,6.49410271901058,1918.0708490201855,41.34,94,723.08,1269,3,186,22064
10394,United Kingdom,Historical,EV sales,Cars,PHEV,2013,Vehicles,1100,47637,583,7.55,2949,687.71,25,42.88,1747.3739384533587,5,127,32683
10395,United Kingdom,Historical,EV stock,Cars,BEV,2013,Vehicles,6200,36625,456,7.63,3200,557.7331484830527,24,52.63,1748.3123167659421,4.512716593494463,117,96150
10396,United Kingdom,Historical,EV sales,Cars,BEV,2013,Vehicles,2600,71789,363.26845012395097,4.91,945,133.06,54,153.41,1671,4,185.51140675778427,66540
10397,United Kingdom,Historical,EV stock,Vans,FCEV,2013,Vehicles,4,73918,269,8.28,4041,434.81,59.663904312353516,260.22,1223,4.44844730078557,185.51279482952395,73244
10398,United Kingdom,Historical,EV stock,Trucks,BEV,2013,Vehicles,570,55080.68072226361,381,6.477707855352145,2028.08955260399,302.67,27,67.61504505075104,1209,2,211,51132
10399,United Kingdom,Historical,EV stock,Vans,BEV,2013,Vehicles,3600,53795,207,6.483796148791143,1572.678400412748,55.23,86,415.46,1750.6106239637218,7,119,99320
10400,United Kingdom,Historical,EV sales,Vans,BEV,2013,Vehicles,290,33584,429,6.5048538965236595,230,115.78517965103413,35,81.59,1436,5,188.0613765041801,50175.51164464474
10401,United Kingdom,Historical,EV sales,Vans,BEV,2014,Vehicles,790,30990,269,9.97,3134,337.22,50,185.87,1472,5,232,50175.51485304858
10402,United Kingdom,Historical,EV stock,Vans,BEV,2014,Vehicles,4100,55079.97689825433,517,2.47,4472,924.81,65,125.73,1981,7,232,67128
10403,United Kingdom,Historical,EV stock,Trucks,BEV,2014,Vehicles,500,55081.74842554487,456.7634845857158,5.12,3078.300502730478,551.77,31,59.85,1734,5,186.71426622174573,29626
10404,United Kingdom,Historical,EV sales,Trucks,BEV,2014,Vehicles,8,76844,356,6.432530671237949,2304,328.09,38.41129576132596,64.61,1408,2,232,50174.89965255793
10405,United Kingdom,Historical,EV stock,Vans,FCEV,2014,Vehicles,4,36607,562,6.2,2380.4640380069236,547.39,79.13706366889386,134.4383329686037,1021,4.465230381145777,280,67850
10406,United Kingdom,Historical,EV sales,Vans,PHEV,2014,Vehicles,4,72608,172,4.65,3968,273,24,139.53,2133,4,107,42512
10407,United Kingdom,Historical,EV sales,Cars,BEV,2014,Vehicles,6700,75278,294.8183177595759,9.17,1569.5919110426603,146.16,69,287.14554114861556,2415,2,210,39466
10408,United Kingdom,Historical,EV stock,Vans,PHEV,2014,Vehicles,4,54911,259.21039354683614,6.412590342069486,776,60.22,62,319.59,1684,2,82,17854
10409,United Kingdom,Historical,EV stock,Cars,BEV,2014,Vehicles,12000,75829,593,11.9,4330,1027.08,83.11103607750616,126.47742155756498,1751.070079591883,4.422219442876304,115,50174.70787947684
10410,United Kingdom,Historical,EV sales,Cars,PHEV,2014,Vehicles,7800,55129,340,6.4192483230758315,3256.9000235502417,459,20,69.59824012803648,2433,7,122,33644
10411,United Kingdom,Historical,EV stock,Cars,PHEV,2014,Vehicles,9700,49505,181,6.488756203202715,2528,161.62932103452317,32,176.8,1211,7,179,11887
10412,United Kingdom,Historical,EV sales,Buses,BEV,2014,Vehicles,47,55080.694584658726,249,6.499767430574413,1648,114.3716197530681,29,116.47,1742,7,250,50175.20624587381
10413,United Kingdom,Historical,EV stock,Buses,BEV,2014,Vehicles,170,70265,573,2.55,4729,1083.89,71.60605859711245,151.83,1357,6,80,81994
10414,United Kingdom,Historical,EV stock share,Trucks,EV,2014,percent,0.087999999523163,41299,201.99752342643473,4.96,3720,247.01,51,307.23,1746.4669403287578,2,172,30241
10415,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2014,charging points,520,61256,580,6.40493108510822,4813,915.727740895569,70.90927199816609,134.48,1749.334468986681,7,168,50175.08554877595
10416,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2014,charging points,7200,65184,333,6.421964977402902,1280,164.16727161851543,54,210.30961076327742,1506,3,124,50174.9572147785
10417,United Kingdom,Historical,EV stock share,Cars,EV,2014,percent,0.071999996900559,46644,542,11.81,4183,906.87,41,75.65,2343,3,155,18645
10418,United Kingdom,Historical,EV stock share,Vans,EV,2014,percent,0.109999999403954,64457,203,6.423287736841302,2007,162.97,47,272.17449314744084,2415,7,204,896
10419,United Kingdom,Historical,EV sales share,Cars,EV,2014,percent,0.589999973773956,67071,203,6.471974039325911,3165,257,20,98.52,1397,4,147,87650
10420,United Kingdom,Historical,EV sales share,Trucks,EV,2014,percent,0.020999999716878,77502,503,6.357536386051102,2579.912610560902,517.0454620473517,96,190.85,1720,7,91,54345
10421,United Kingdom,Historical,EV sales share,Buses,EV,2014,percent,0.540000021457672,77747,364,11.5,516,75.13,26,71.43,1090,4.52546057273007,185.04538158725984,30297
10422,United Kingdom,Historical,EV sales share,Vans,EV,2014,percent,0.25,64759,580,6.36510330724125,3978.052687357406,817.8,83,143.1,1232,6,119,7911
10423,United Kingdom,Historical,EV stock share,Buses,EV,2014,percent,0.150000005960464,34157,160,2.7,2686,171.9,76,419.38996160841873,1790,6,221,50175.48780918609
10424,United Kingdom,Historical,EV stock share,Buses,EV,2015,percent,0.170000001788139,76448,253,6,3311.631500707018,370.49,31.96834990737613,86.96,2406,6,147,46279
10425,United Kingdom,Historical,EV sales share,Vans,EV,2015,percent,0.280000001192093,46032,345,11.23,2503.951606958245,333.8495311211997,38.1807718148182,75.36,1227,3,270,34052
10426,United Kingdom,Historical,EV sales share,Buses,EV,2015,percent,0.140000000596046,49665,309,6.499871247223777,358,3.730484572239561,26,84.14,1749.6131475650345,4.552854637861928,200,80197
10427,United Kingdom,Historical,EV sales share,Trucks,EV,2015,percent,0.006000000052154,55080.96953201241,349,10.4,3864,531.0361101678607,64,183.38,1748.6073952660786,6,106,46321
10428,United Kingdom,Historical,EV sales share,Cars,EV,2015,percent,1.10000002384186,35115,355,9.97,277,39.33,57,160.56,1037,6,138,66120
10429,United Kingdom,Historical,EV stock share,Vans,EV,2015,percent,0.119999997317791,55080.74912489511,179,8.56,3078,220.38,39,217.88,1915,3,145,50175.19488904315
10430,United Kingdom,Historical,EV stock share,Cars,EV,2015,percent,0.159999996423721,42958,259.8264016106258,2.17,2242,180.26,59,293.53,1490,4.507272072988581,290,50175.3694947698
10431,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2015,charging points,1100,44939,379.6599555757873,6.462934613094303,4441,858,24,62.34773802046121,1067,6,262,38838
10432,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2015,charging points,8200,52781,179,2.19,1648,118,43.60586311870102,282.3932851663802,1748.7482686580795,4,192,50175.1103108005
10433,United Kingdom,Historical,EV stock share,Trucks,EV,2015,percent,0.070000000298023,43407,208,6.520985881940285,2849,237.04,87,428.24379434477976,1749.1385674309033,2,169,96030
10434,United Kingdom,Historical,EV stock,Buses,BEV,2015,Vehicles,200,56285,398.3382155859841,3.2,3172,478.34,46,122.02,1710,4,186.68828305271973,65735
10435,United Kingdom,Historical,EV sales,Buses,BEV,2015,Vehicles,24,49297,156,5.82,574,-106.61394849164049,84,538.46,1887,4,126,39911
10436,United Kingdom,Historical,EV stock,Cars,PHEV,2015,Vehicles,27000,68979,318,8.84,2819,358.58,24,75.47,1232,2,282,14505
10437,United Kingdom,Historical,EV sales,Cars,PHEV,2015,Vehicles,19000,46875,483,3.38,3336,644.52,71,159.05810868181953,1747.1197880126706,7,129,29621
10438,United Kingdom,Historical,EV stock,Cars,BEV,2015,Vehicles,21000,55080.17335617357,553.6832918342225,9.6,3820.114085568302,771.34,92,189.69,1934,2,186.71887316502747,62796
10439,United Kingdom,Historical,EV sales,Cars,FCEV,2015,Vehicles,11,54439,444,9.46,707,125.56,59,132.88,1590,4.52112764830644,127,5542
10440,United Kingdom,Historical,EV stock,Vans,PHEV,2015,Vehicles,100,66627,207,11.55,1583,131.07,67,323.67,1749.8399141426705,4,135,35455
10441,United Kingdom,Historical,EV sales,Cars,BEV,2015,Vehicles,10000,55973,180,6.504253390113286,4008,288.58,62,344.44,2265,2,167,89360
10442,United Kingdom,Historical,EV sales,Vans,PHEV,2015,Vehicles,98,55083.064798689666,103,7.95,1592,65.59,66,640.78,2449,5,94,2348
10443,United Kingdom,Historical,EV stock,Vans,FCEV,2015,Vehicles,4,55080.73307262878,156,8.92,4130,257.71,22,213.54064114633073,1279,5,186.8189651673788,51276
10444,United Kingdom,Historical,EV sales,Trucks,BEV,2015,Vehicles,3,61004,119,7.08,2265.2352796846044,73.16,55,462.18,1091,5,111,15614
10445,United Kingdom,Historical,EV stock,Trucks,BEV,2015,Vehicles,410,58694,502,8.75,4708.353973458687,856.81,54,107.57,1749.0538117264234,4,247,50175.12368279977
10446,United Kingdom,Historical,EV stock,Vans,BEV,2015,Vehicles,4600,48094,293,11.24,2196,257.37,71,242.32,2320,4.544195492842723,253,50175.22716216913
10447,United Kingdom,Historical,EV sales,Vans,BEV,2015,Vehicles,960,70387,190.1199173245061,8.71,2398.8059491185904,165.71,68.821059633358,375.53,1333,3,187,79203
10448,United Kingdom,Historical,EV sales,Vans,BEV,2016,Vehicles,1000,62262,266,6.74,1751.424709537383,134.7,98,368.42,1358,7,236,19678
10449,United Kingdom,Historical,EV stock,Vans,BEV,2016,Vehicles,5300,32007,442,6.47899069323383,3326,588.04,43,97.29,1037,2,111,50175.42774824622
10450,United Kingdom,Historical,EV sales,Buses,PHEV,2016,Vehicles,140,31072,133,10.91,3691,196.36,63,473.68,1196,3,270,50175.519308267176
10451,United Kingdom,Historical,EV stock,Buses,PHEV,2016,Vehicles,140,52640,292,6.447241091161892,4464,521.4,93,383.84358767080414,2456,5,111,60659
10452,United Kingdom,Historical,EV stock,Trucks,BEV,2016,Vehicles,400,55080.70253039541,282,5.87,1796,179.56915429980006,86,304.96,2149,5,131,50175.19978078625
10453,United Kingdom,Historical,EV sales,Trucks,BEV,2016,Vehicles,8,37384,319,2.24,4302,548.94,58,181.82,1375,4,131,5368
10454,United Kingdom,Historical,EV stock,Vans,FCEV,2016,Vehicles,3,47932,384.93308788263215,4.18,425,87.72,51.489373225634246,143.41,2374,4,194,1580
10455,United Kingdom,Historical,EV sales,Vans,PHEV,2016,Vehicles,78,66227,131,2.24,301,15.77,44,335.88,1971,5,298,38192
10456,United Kingdom,Historical,EV sales,Cars,BEV,2016,Vehicles,10000,55080.77097806567,453.02580408350974,11.85,2797,576.18,30,58.25,1279,3,90,50175.039465272646
10457,United Kingdom,Historical,EV stock,Vans,PHEV,2016,Vehicles,180,61094,373.14308088314505,4.62,1256,186.89,39,104.84,1749.5535278607126,7,177,44309
10458,United Kingdom,Historical,EV sales,Cars,FCEV,2016,Vehicles,10,50624,454,6.4312960472046115,4939,896.92,95,209.25,2305,4.474347857259387,241,31650
10459,United Kingdom,Historical,EV stock,Cars,BEV,2016,Vehicles,30000,56612,459,11,2145,393.82,34,74.07,1747.8463333782497,3,288,14282
10460,United Kingdom,Historical,EV sales,Cars,PHEV,2016,Vehicles,29000,41500,119,7.09,2499.361196275292,113.06783363021225,69,427.97624556891105,2335,5,235,90410
10461,United Kingdom,Historical,EV stock,Cars,PHEV,2016,Vehicles,55000,46460,397,7.62,4774,758.11,51.254892083862316,128.46,2044,6,187.43763484712758,24627
10462,United Kingdom,Historical,EV sales,Buses,BEV,2016,Vehicles,59,68265,508,10.19,3887,789.84,48,94.49,1751.6074395277055,4.496663327965376,294,88283
10463,United Kingdom,Historical,EV stock,Buses,BEV,2016,Vehicles,260,36542,209,7.4,2500.926417910261,194.59917566233673,53,253.59,1567,6,294,13868
10464,United Kingdom,Historical,EV sales,Buses,FCEV,2016,Vehicles,20,65171,126,9.29,440,22.18,35,277.78,2038,2,185.92282141825874,3366
10465,United Kingdom,Historical,EV stock share,Trucks,EV,2016,percent,0.065999999642372,42436,569,4.08,1318,414.7272908635564,62,59.28168701070106,1747.4463546676627,6,263,46033
10466,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2016,charging points,1800,59571,431,6.44,3048.59388027768,516.34,84,194.9,1735,4,81,50175.10428316741
10467,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2016,charging points,11000,51260,302,4.71,2028,244.98,21,69.54,2228,6,103,79417
10468,United Kingdom,Historical,EV stock share,Cars,EV,2016,percent,0.270000010728836,67073,138,11,4885,269.65,49,355.07,1149,7,234,2260
10469,United Kingdom,Historical,EV stock share,Vans,EV,2016,percent,0.129999995231628,55082.20398317661,362,3.33,3300,477.84,90,248.62,1747.78108306124,3,239,20995
10470,United Kingdom,Historical,EV sales share,Cars,EV,2016,percent,1.39999997615814,69668,423.31235183434967,1.78,3598,595.83,39,94.2,1751.0100594084188,3,185.78571952266628,65700
10471,United Kingdom,Historical,EV sales share,Trucks,EV,2016,percent,0.014999999664724,67312,445,8.11,1920,368.72728947010853,33,74.16,1144,3,234,88538
10472,United Kingdom,Historical,EV sales share,Buses,EV,2016,percent,1.20000004768372,61389,305,11.25,3869,472.02,46,195.2901680839774,1709,5,266,40101
10473,United Kingdom,Historical,EV sales share,Vans,EV,2016,percent,0.28999999165535,61900,347,1.34,3531,490.1,57.22535357228032,198.85,1125,4,209,40010
10474,United Kingdom,Historical,EV stock share,Buses,EV,2016,percent,0.349999994039536,34231,442,6.13,3818,675.02,74,167.42,1437,3,188.22528256162977,80964
10475,United Kingdom,Historical,EV stock share,Buses,EV,2017,percent,0.409999996423721,47873,110,4.66,1834,80.7,63.99723234767583,400,2143,7,135,32350
10476,United Kingdom,Historical,EV sales share,Buses,EV,2017,percent,0.469999998807907,72918,440.77881086576474,1.96,1279,290.59,51.71914649303052,103.87,1751.9452660718762,2,185.4488815881377,73471
10477,United Kingdom,Historical,EV sales share,Trucks,EV,2017,percent,0.007699999958277,46750,220,6.545611290221099,3523,310.02,24,175.10647899593073,1867,5,242,95904
10478,United Kingdom,Historical,EV sales share,Cars,EV,2017,percent,1.89999997615814,33977,578,6.502536407002089,2537.290432634158,590.6169263265822,70,81.19824038216842,1633,5,260,50175.49069245732
10479,United Kingdom,Historical,EV stock share,Vans,EV,2017,percent,0.150000005960464,55081.62966637601,349,5.71,1202.0329595285257,144.21,68.62467416078601,275.07,1929,6,214,31973
10480,United Kingdom,Historical,EV sales share,Vans,EV,2017,percent,0.370000004768372,74937,388,3.74,4658.082031706732,726.8,45,115.98,1328,2,77,50174.90566979031
10481,United Kingdom,Historical,EV stock share,Cars,EV,2017,percent,0.400000005960465,49213,364,11.06,2252,321.9895829643068,43.54585675598608,98.9,1433,3,147,70332
10482,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2017,charging points,2200,65194,180,10.85,3139,226.01,23,127.78,1748.5163905500092,4.510399247215012,156,8000
10483,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2017,charging points,13000,50073,126,1.24,4577,230.68,36,285.71,1833,2,187.2181424447954,62811
10484,United Kingdom,Historical,EV stock share,Trucks,EV,2017,percent,0.05799999833107,41119,521.640265925548,6.483938075423712,3195,640.28,50.15223098671274,45.91,1916,4,270,36959
10485,United Kingdom,Historical,EV sales,Buses,FCEV,2017,Vehicles,5,49334,108,5.74,1335,-56.29004571225437,48,444.44,1904,4.4739261951476585,104,23167
10486,United Kingdom,Historical,EV stock,Buses,BEV,2017,Vehicles,300,75708,345,4.92,2848,388.4717026258471,21,60.87,1751.7554325849717,6,153,64351
10487,United Kingdom,Historical,EV sales,Buses,BEV,2017,Vehicles,39,72055,213,6.426503105568243,3902,332.45,69.85851230161526,366.2,2482,2,159,36247
10488,United Kingdom,Historical,EV stock,Cars,PHEV,2017,Vehicles,87000,49422,319,6.74,1501,191.53,66,206.9,1440,4.5016251982911895,155,50173.9216018595
10489,United Kingdom,Historical,EV sales,Cars,PHEV,2017,Vehicles,35000,62353,369,3.63,4077,601.77,59,159.89,1748.1622436081257,4,186.29799280700044,11256
10490,United Kingdom,Historical,EV stock,Cars,BEV,2017,Vehicles,42000,58341,305,4.66,3619,441.52,86,281.97,1318,3,266,56220
10491,United Kingdom,Historical,EV sales,Cars,FCEV,2017,Vehicles,34,62203,516,9.13,4274,882.15,83,182.85391335331556,1915,4,186.3129023442825,26839
10492,United Kingdom,Historical,EV stock,Vans,PHEV,2017,Vehicles,220,55083.122358432985,106,6.496524338503098,3285,139.28,80,754.72,2058,4,253,2482
10493,United Kingdom,Historical,EV sales,Cars,BEV,2017,Vehicles,14000,45504,382,6.51596872619172,3629,532.1339524356358,29,75.92,1748.2035687275306,7,273,65598
10494,United Kingdom,Historical,EV sales,Vans,PHEV,2017,Vehicles,94,31941,454.868043782595,2.82,3137,593.52,56.99743278253392,135.31,1243,2,106,3666
10495,United Kingdom,Historical,EV stock,Vans,FCEV,2017,Vehicles,4,40976,477.6088824643772,9.68,421,197.9493326933798,57.55415762213015,129.33,2032,4,187.58234405398198,27200
10496,United Kingdom,Historical,EV stock,Cars,FCEV,2017,Vehicles,34,65216,435.9550807122222,9.63,2446.292227706386,422.62,63,118.42,1198,4.477478395774616,165,50175.05867477197
10497,United Kingdom,Historical,EV sales,Trucks,BEV,2017,Vehicles,4,75085,129,6.448122765932566,2598.5846257031953,151.85989189440124,99,767.44,1750.1084140073365,3,273,19077
10498,United Kingdom,Historical,EV stock,Trucks,BEV,2017,Vehicles,350,55081.84195795516,206,4.66,2559,210.86,84,407.77,1154,4.460616564913037,271,27716
10499,United Kingdom,Historical,EV stock,Buses,PHEV,2017,Vehicles,150,55078.4761466322,181,6.507798401106419,3090,223.72,45,281.95923807213023,2315,7,204,96052
10500,United Kingdom,Historical,EV sales,Buses,PHEV,2017,Vehicles,18,75732,281.09035632098653,4.25,439,37.93,64,296.3,1750.4344697750985,6,155,18542
10501,United Kingdom,Historical,EV stock,Vans,BEV,2017,Vehicles,6300,55080.18966660369,406,6.93,4822.856618403562,767.18,96,236.45,1268,4.431754214430932,94,61464
10502,United Kingdom,Historical,EV sales,Vans,BEV,2017,Vehicles,1300,55079.3218422938,499,6.1,3422.7336837630132,645.71,77,154.31,1003,7,185,78604
10503,United Kingdom,Historical,EV sales,Vans,BEV,2018,Vehicles,1500,39857,270,6.47,440,-20.795425012435317,46.159300046015154,185.19,2477,6,119,90422
10504,United Kingdom,Historical,EV stock,Vans,BEV,2018,Vehicles,7500,62304,280,11.66,4250,476,35,125,1508,5,221,24595
10505,United Kingdom,Historical,EV sales,Buses,PHEV,2018,Vehicles,65,69111,244,6.448266089818206,2094,204.37,79,323.77,1751.6480543451607,4,181,80325
10506,United Kingdom,Historical,EV stock,Buses,FCEV,2018,Vehicles,10,55080.68267476959,317,6.64,3183,403.6,38,119.87,2161,3,108,51607
10507,United Kingdom,Historical,EV stock,Buses,PHEV,2018,Vehicles,220,57448,574,3.99,4465.953320491397,894.52,59,102.79,1174,7,86,50175.14549400382
10508,United Kingdom,Historical,EV stock,Trucks,BEV,2018,Vehicles,320,44009,184,3.79,1677,123.43,88,450.56801976329587,1749.0443354840438,3,187.46933513199963,87312
10509,United Kingdom,Historical,EV sales,Trucks,BEV,2018,Vehicles,12,47725,281,10.51,4374,491.64,33,117.44,1919,5,217,11037
10510,United Kingdom,Historical,EV stock,Cars,FCEV,2018,Vehicles,70,31271,546,6.476585433681071,5244.657514905957,985.64,43,17.272036050537224,1462,4,178,50175.50345445163
10511,United Kingdom,Historical,EV stock,Vans,FCEV,2018,Vehicles,3,66428,425,6.92,1124,191.08,62,165.90969644597646,1747,4.516084640719537,161,45664
10512,United Kingdom,Historical,EV sales,Vans,PHEV,2018,Vehicles,150,44970,228,2.28,1785,162.79,65.57190810263751,337.72,2176,4.539128939158041,282,50175.34376081828
10513,United Kingdom,Historical,EV sales,Cars,BEV,2018,Vehicles,16000,38295,507,10.35,2536.905403567195,519.9597752900409,74.31521333848889,149.7439856812746,2335,6,187.9237110073891,50175.18064462
10514,United Kingdom,Historical,EV stock,Vans,PHEV,2018,Vehicles,410,78451,535,1.17,131,28.03,24,44.86,1942,4.574602455467516,185.01651197920285,23180
10515,United Kingdom,Historical,EV sales,Cars,FCEV,2018,Vehicles,36,40297,229,8.94,102,-109.31322722617676,77,336.24,1753,4.495096018872659,99,50175.424502161106
10516,United Kingdom,Historical,EV stock,Cars,BEV,2018,Vehicles,56000,48745,396,6.470957172187202,1374,217.64,32,80.81,1493,6,162,50174.41822071901
10517,United Kingdom,Historical,EV sales,Cars,PHEV,2018,Vehicles,46000,59348,544,9.28,1123,244.36,78.00269313432642,138.91850550914586,1610,4,155,92429
10518,United Kingdom,Historical,EV stock,Cars,PHEV,2018,Vehicles,130000,37947,184,6.98,3035,249.9032714423331,72,391.3,1858,5,88,35762
10519,United Kingdom,Historical,EV sales,Buses,BEV,2018,Vehicles,89,60003,580,1.41,367,85.14,68,71.32009339644245,1498,4,271,50175.1481027795
10520,United Kingdom,Historical,EV stock,Buses,BEV,2018,Vehicles,400,60190,335.47113295862664,11.2,3795,501.5180242725985,25,62.19,1567,5,290,41257
10521,United Kingdom,Historical,EV sales,Buses,FCEV,2018,Vehicles,10,40815,584,10.46,3551,829.51,29,49.66,1747.743522196,2,178,67562
10522,United Kingdom,Historical,EV stock share,Trucks,EV,2018,percent,0.054000001400709,76033,548,6.14,3952,762.1159818664594,61.9235527205232,94.89,1771,2,123,50174.89674858883
10523,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2018,charging points,2700,78072,296,6.54,3353.372441135134,427.9,30,143.28362824262646,1752.2609087782719,4,152,72740
10524,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2018,charging points,15000,39624,253,5.95,3270.794917362793,367.36,94,371.54,1818,5,187.8001263840059,60404
10525,United Kingdom,Historical,EV stock share,Cars,EV,2018,percent,0.569999992847443,43408,545,6.53,1090,237.62,22,40.37,1350,2,163,56503
10526,United Kingdom,Historical,EV sales share,Vans,EV,2018,percent,0.449999988079071,76867,184,10.49,2118.2394919318704,107.16,28,152.17,1626,7,261,50174.901508968615
10527,United Kingdom,Historical,EV stock share,Vans,EV,2018,percent,0.180000007152557,58831,565,6.40445044149012,4207.758275914774,843.88,76,122.11826580722453,2231,4,222,22963
10528,United Kingdom,Historical,EV sales share,Cars,EV,2018,percent,2.59999990463257,44543,467,8.4,1867,380.15425082930665,96,205.57,1167,3,212,60527
10529,United Kingdom,Historical,EV sales share,Trucks,EV,2018,percent,0.024000000208616,50591,562,3.59,877,354.31784435720385,31,55.16,1602,6,254,6444
10530,United Kingdom,Historical,EV sales share,Buses,EV,2018,percent,1,76862,500,9.27,4341,761.7773148494737,64,128,1596,2,236,50174.881857278015
10531,United Kingdom,Historical,EV stock share,Buses,EV,2018,percent,0.560000002384186,67029,285,8.39,2353.367171154932,255.47,53,185.96,1825,4,102,79091
10532,United Kingdom,Historical,EV stock share,Buses,EV,2019,percent,0.660000026226044,39510,525,1.66,2064,433.44,91,204.70818743793797,1160,6,130,16343
10533,United Kingdom,Historical,EV sales share,Buses,EV,2019,percent,1.39999997615814,55080.77429982714,315,7.77,3722,468.97,41,168.8175478667706,1973,5,218,50175.18911181357
10534,United Kingdom,Historical,EV sales share,Cars,EV,2019,percent,3.29999995231628,72963,353.88892684593213,6.423341139128788,2149.1532363793076,298.57,54.159266020409476,172.59,2175,6,185,72326
